input,kind,horizon,metric,sessions,mean,t,p,years,same_sign_years,yearly,hit_rate,share_positive_label,bh_threshold,fdr_significant,evidence
truth_confidence,NUMERIC,10,ic_raw,199,-0.0005030583093632613,-0.054445686002588346,0.9566903588144389,5,3,"{'2022': -0.0282, '2023': -0.0058, '2024': -0.0101, '2025': 0.0102, '2026': 0.0208}",,,0.09680851063829787,False,NO_EVIDENCE
baseline_past_return_60,NUMERIC,5,ic_raw,199,0.0006146433545181531,0.051485272836426794,0.9589907402245207,5,3,"{'2022': -0.0068, '2023': -0.0135, '2024': 0.0047, '2025': 0.0102, '2026': 0.0052}",,,0.09707446808510638,False,NO_EVIDENCE
wyckoff_validation_phase_probability,NUMERIC,10,ic_thesis,199,0.0002446027198674942,0.03415493638168742,0.9728227191592165,5,3,"{'2022': 0.0197, '2023': 0.0089, '2024': -0.02, '2025': 0.0079, '2026': -0.0039}",,,0.0973404255319149,False,NO_EVIDENCE
phase_evidence_strength,NUMERIC,10,ic_thesis,199,0.0002446027198674942,0.03415493638168742,0.9728227191592165,5,3,"{'2022': 0.0197, '2023': 0.0089, '2024': -0.02, '2025': 0.0079, '2026': -0.0039}",,,0.09760638297872341,False,NO_EVIDENCE
early_formation_score,NUMERIC,1,ic_thesis,196,-0.00024722398167620796,-0.030001545657842184,0.9760965039019831,5,2,"{'2022': 0.0234, '2023': 0.0165, '2024': -0.0116, '2025': -0.0258, '2026': 0.0168}",,,0.09787234042553193,False,NO_EVIDENCE
range_pct,NUMERIC,5,ic_raw,199,-0.00037161773414925753,-0.02924526043063455,0.976698440460328,5,2,"{'2022': -0.0484, '2023': 0.0016, '2024': -0.0138, '2025': 0.0186, '2026': 0.0133}",,,0.09813829787234042,False,NO_EVIDENCE
crabel_score,NUMERIC,1,ic_thesis,199,0.00010779924125387059,0.02427737309826329,0.9806558108730546,5,2,"{'2022': 0.0058, '2023': 0.0036, '2024': -0.0032, '2025': -0.0014, '2026': -0.0007}",,,0.09840425531914894,False,NO_EVIDENCE
wyckoff_validation_phase_correctness_score,NUMERIC,10,ic_raw,199,0.00022253256747429678,0.02402960418781553,0.9808776083163491,5,3,"{'2022': -0.0263, '2023': 0.0039, '2024': -0.0103, '2025': 0.0068, '2026': 0.0149}",,,0.09867021276595746,False,NO_EVIDENCE
atr_pct,NUMERIC,20,ic_thesis,199,-0.00026131864417078905,-0.02232406232699385,0.9822805808510892,5,2,"{'2022': 0.038, '2023': -0.0236, '2024': 0.0083, '2025': 0.0099, '2026': -0.0135}",,,0.09893617021276596,False,NO_EVIDENCE
baseline_past_return_1,NUMERIC,1,ic_thesis,199,-0.00012494511746563575,-0.02152510091359978,0.9828484567367054,5,3,"{'2022': 0.0105, '2023': -0.0067, '2024': -0.0196, '2025': -0.0007, '2026': 0.0358}",,,0.09920212765957448,False,NO_EVIDENCE
baseline_past_return_60,NUMERIC,10,ic_raw,199,0.00025356038037450403,0.016855400152209495,0.9865860678618366,5,4,"{'2022': 0.0046, '2023': -0.0265, '2024': 0.0119, '2025': 0.0098, '2026': 0.0067}",,,0.09946808510638297,False,NO_EVIDENCE
days_to_trigger,NUMERIC,1,ic_raw,180,0.000166144350883441,0.016275253668403288,0.9870329258385689,5,3,"{'2022': -0.0055, '2023': -0.017, '2024': 0.0109, '2025': 0.0082, '2026': 0.0025}",,,0.09973404255319149,False,NO_EVIDENCE
adx_14,NUMERIC,20,ic_thesis,199,-3.995426045283886e-05,-0.004522960737616167,0.9964096699576679,5,2,"{'2022': 0.0294, '2023': 0.0097, '2024': -0.0233, '2025': -0.0116, '2026': 0.0235}",,,0.1,False,NO_EVIDENCE
